Sartorius_CelluloseNitrate0.45-3(2),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
1.63727,0.214120304,61.9906,11815.7,5548.87,10431.8,4.072459456
1.42402,0.153516089,61.2098,13332.2,6420.83,11684.2,4.12490182
1.23854,0.092910037,61.5238,14555.1,6939.8,12794.2,4.163015194
1.07722,0.032304408,60.6726,16395,8030.27,14293.7,4.214711421
0.936909,-0.028302589,60.4012,18195.9,8987.38,15821.4,4.259973541
0.814875,-0.088909006,60.1056,19857.6,9897.08,17215.4,4.297926758
0.708737,-0.149514894,59.3984,22131.6,11266.5,19049.3,4.345012812
0.616423,-0.210121165,58.569,24748.9,12905.8,21117.5,4.393555901
0.536134,-0.27072665,57.5585,27640.8,14827.6,23327.2,4.441550609
0.466302,-0.331332722,56.6682,30507.5,16763.4,25489.1,4.48440662
0.405565,-0.391939531,55.6231,33529.3,18931.8,27673.1,4.525424487
0.35274,-0.452545289,54.5457,36950.1,21433,30098.8,4.567615618
0.306795,-0.513151723,53.5055,40571,24129.4,32615.6,4.608215712
0.266835,-0.573757206,51.5675,44291.6,27531.4,34695.4,4.646321369
0.232079,-0.634364156,50.2148,48039.2,30740.8,36915.7,4.681595766
0.201851,-0.694969095,48.0857,52243.9,34899.9,38877,4.71803559
0.17556,-0.755574428,45.9504,56771.3,39471.9,40803.7,4.754128839
0.152693,-0.816180872,43.9635,61196.9,44048.4,42482.9,4.786729423
0.132804,-0.876788844,41.6518,66147.2,49425,43961.5,4.820511465
0.115506,-0.937395456,39.9569,69844.2,53537.5,44854.7,4.844130347
0.100462,-0.99799818,37.8513,75424.6,59555.7,46281.6,4.877513016
0.0873764,-1.058605853,35.0414,79900.9,65417.8,45876.6,4.902551671
0.0759956,-1.119211552,32.1662,86618.5,73323.2,46113.7,4.937610659
0.0660971,-1.179817595,29.651,88761.9,77138.9,43911.9,4.94822659
0.0574878,-1.240424311,26.4199,94240,84397.4,41931.7,4.974235277
0.05,-1.301029996,7.64811,80983.8,80263.4,10778,4.908398151
